sentences,split,not_high_yielding,high_yielding
"2-(5-chlorobenzotriazol-2-yl)-6-(diethylaminomethyl)-4-(2-hydroxyethyl)phenol and 2-(5-chlorobenzotriazol-2-yl)-4-(2-hydroxyethyl)phenol react together in the presence of methanol, methanolate, 1,2-xylene, sodium(1+) to produce 2-(5-chlorobenzotriazol-2-yl)-6-[[3-(5-chlorobenzotriazol-2-yl)-2-hydroxy-5-(2-hydroxyethyl)phenyl]methyl]-4-(2-hydroxyethyl)phenol.",train,1,0
"2,3-bis(10-methoxyanthracen-9-yl)cycloprop-2-en-1-one reacts in the presence of n,n-diethylethanamine, chlorobenzene, aluminum(3+), chloride to produce 2,3-bis(10-hydroxyanthracen-9-yl)cycloprop-2-en-1-one.",train,0,1
"4-methoxybenzenesulfonyl chloride and 4-naphthalen-1-yl-1,3-thiazol-2-amine react together in the presence of bromane, chlorane, pyridine to produce 4-methoxy-n-(4-naphthalen-1-yl-1,3-thiazol-2-yl)benzenesulfonamide.",train,0,1
"4-[2-[tert-butyl(dimethyl)silyl]oxyethyl]pyridine-2-carbonitrile reacts in the presence of oxolane, tetrabutylazanium, fluoride to produce 4-(2-hydroxyethyl)pyridine-2-carbonitrile.",train,1,0
"Methyl 2-(3-fluoro-5-morpholin-4-ylphenyl)-4,4-dimethyl-2,3-dihydro-1h-quinoline-6-carboxylate reacts in the presence of oxolane, methanol, chlorane, oxidane, sodium(1+), hydroxide to produce 2-(3-fluoro-5-morpholin-4-ylphenyl)-4,4-dimethyl-2,3-dihydro-1h-quinoline-6-carboxylic acid.",train,0,1
"(e)-3-[3-fluoro-4-(6-methoxy-3-methyl-2-phenylnaphthalen-1-yl)oxyphenyl]prop-2-enoic acid reacts in the presence of tribromoborane, dichloromethane to produce (e)-3-[3-fluoro-4-(6-hydroxy-3-methyl-2-phenylnaphthalen-1-yl)oxyphenyl]prop-2-enoic acid.",train,1,0
"3-(7-amino-3-oxo-1h-isoindol-2-yl)piperidine-2,6-dione and 3-chlorobenzaldehyde react together in the presence of acetic acid, triacetyloxyboranuide, methanol, dichloromethane, sodium(1+) to produce 3-[7-[(3-chlorophenyl)methylamino]-3-oxo-1h-isoindol-2-yl]piperidine-2,6-dione.",train,1,0
"Methyl 2-[2-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethoxy]phenyl]butanoate reacts in the presence of propane-1-thiol, n-[bis(dimethylamino)phosphoryl]-n-methylmethanamine, hydride, lithium(1+) to produce 2-[2-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethoxy]phenyl]butanoic acid.",train,0,1
"2,3-dimethylbenzoic acid and 1-azabicyclo[2.2.2]octan-3-amine react together in the presence of n,n-dimethylformamide, toluene, chlorane, dichloromethane, oxalyl dichloride, sodium(1+), hydroxide to produce n-(1-azabicyclo[2.2.2]octan-3-yl)-2,3-dimethylbenzamide.",train,0,1
"Ethyl 2-tert-butyl-4-chloropyrimidine-5-carboxylate and (3-fluorophenyl)boronic acid react together in the presence of ethanol, ethyl acetate, toluene, oxidane, hydrogen carbonate, sodium(1+), palladium;triphenylphosphanium to produce ethyl 2-tert-butyl-4-(3-fluorophenyl)pyrimidine-5-carboxylate.",train,0,1
"Methyl 3-(7-bicyclo[2.2.1]heptanyl)-2-[3-(2-chlorophenoxy)-5-oxo-2h-pyrrol-1-yl]propanoate reacts in the presence of oxolane, chlorane, oxidane, lithium(1+), hydroxide to produce 3-(7-bicyclo[2.2.1]heptanyl)-2-[3-(2-chlorophenoxy)-5-oxo-2h-pyrrol-1-yl]propanoic acid.",train,0,1
"Sulfuric acid and 2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol react together in the presence of oxolane, hexane, sulfane, lithium;butane to produce 2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-1h-1,2,4-triazole-3-thione.",train,0,1
"Ethyl 2-[5-acetamido-3-(3-fluorophenyl)-4-(2-phenylethynyl)pyrazol-1-yl]acetate reacts in the presence of ethanol, boranuide, sodium(1+), hydroxide to produce 2-[5-amino-3-(3-fluorophenyl)-4-(2-phenylethynyl)pyrazol-1-yl]ethanol.",train,0,1
2-(2-cyanobutan-2-yldiazenyl)-2-methylbutanenitrile and pyrrole-1-carbothioylsulfanyl pyrrole-1-carbodithioate react together in the presence of ethyl acetate to produce 2-cyanobutan-2-yl pyrrole-1-carbodithioate.,train,1,0
"Tert-butyl 2-bromoacetate and benzyl (2s)-pyrrolidine-2-carboxylate react together in the presence of n,n-dimethylformamide, chlorane, carbonate, potassium(1+) to produce benzyl (2s)-1-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]pyrrolidine-2-carboxylate.",train,1,0
"7-fluoro-2,2-dimethylchromene-8-carbonitrile and hydroxide react together in the presence of 2-methylpropan-2-ol, chloride, potassium(1+), sodium(1+) to produce 7-fluoro-2,2-dimethylchromene-8-carboxamide.",train,1,0
"2-[(2,3-difluorophenyl)methylsulfonyl]-4-[[(2r)-1-hydroxypropan-2-yl]amino]-8h-pteridin-7-one and thiophen-2-ylmethanethiol react together to produce 4-[[(2r)-1-hydroxypropan-2-yl]amino]-2-(thiophen-2-ylmethylsulfanyl)-8h-pteridin-7-one.",train,1,0
[(2r)-1-azido-4-ethoxy-4-oxobutan-2-yl] hexanoate and ethyl acetate react together in the presence of palladium to produce ethyl (3r)-4-(hexanoylamino)-3-hydroxybutanoate.,train,0,1
"1-[2-[4-[3-(4-hydroxy-3-methylphenyl)pentan-3-yl]-2-methylphenyl]ethynyl]cycloheptan-1-ol reacts in the presence of oxolane, ethyl acetate, bis(2-methoxyethoxy)alumanylium, oxidane, chloride, hydride, sodium(1+) to produce 1-[(e)-2-[4-[3-(4-hydroxy-3-methylphenyl)pentan-3-yl]-2-methylphenyl]ethenyl]cycloheptan-1-ol.",train,0,1
"Methyl 4-[(5-methyl-2-phenyl-1,3-oxazol-4-yl)methoxy]benzoate reacts in the presence of oxolane, methanol, chlorane, sodium(1+), hydroxide to produce 4-[(5-methyl-2-phenyl-1,3-oxazol-4-yl)methoxy]benzoic acid.",train,0,1
"[(2r,3s,5r)-5-(5-ethyl-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl 4-methylbenzenesulfonate and azide react together in the presence of n,n-dimethylformamide, lithium(1+), azide, sodium(1+) to produce 1-[(2r,4s,5r)-5-(azidomethyl)-4-hydroxyoxolan-2-yl]-5-ethylpyrimidine-2,4-dione.",train,0,1
"1-o-tert-butyl 2-o-methyl (2r,5r)-2-(2-cyanoethyl)-5-(4-phenylmethoxyphenyl)pyrrolidine-1,2-dicarboxylate reacts in the presence of methanol, dichloromethane, 2,2,2-trifluoroacetic acid, nickel to produce (5s)-2-(4-hydroxyphenyl)-1,9-diazaspiro[4.5]decan-10-one.",train,1,0
"2,6-diamino-n-[(6-phenylmethoxy-1-benzofuran-2-yl)methyl]pyridine-3-carboxamide reacts in the presence of methylsulfanylbenzene, oxidane, 2,2,2-trifluoroacetic acid, hydrogen carbonate, sodium(1+) to produce 2,6-diamino-n-[(6-hydroxy-1-benzofuran-2-yl)methyl]pyridine-3-carboxamide.",train,1,0
"Tributyl(prop-2-enyl)stannane and 8-bromo-7-chloro-2-methoxy-1,5-naphthyridine react together in the presence of ethyl acetate, n,n-dimethylformamide, chloride, lithium(1+), palladium;triphenylphosphanium to produce 7-chloro-2-methoxy-8-prop-2-enyl-1,5-naphthyridine.",train,1,0
"10-bromo-2,3-diiodo-5,6,7,12-tetrahydro-5,7-methanobenzo[c]imidazo[1,2-a]azepine reacts in the presence of oxolane, ethylmagnesium(1+), bromide to produce 10-bromo-2-iodo-5,6,7,12-tetrahydro-5,7-methanobenzo[c]imidazo[1,2-a]azepine.",train,0,1
"4-(3-amino-1h-indazol-5-yl)-6-[2-(2-methylpropoxy)phenyl]-1h-pyrimidin-2-one and 3-methoxybenzaldehyde react together in the presence of acetic acid, n,n-dimethylformamide, cyanoboranuide, sodium(1+) to produce 4-[3-[(3-methoxyphenyl)methylamino]-1h-indazol-5-yl]-6-[2-(2-methylpropoxy)phenyl]-1h-pyrimidin-2-one.",train,0,1
"Iodomethane and 4-[5-[(r)-fluoro-[4-(trifluoromethyl)phenyl]methyl]-1,2,4-oxadiazol-3-yl]-n-[4-[2-[(2-hydroxy-2-pyridin-3-ylethyl)amino]ethyl]phenyl]benzenesulfonamide react together in the presence of oxolane, bis(trimethylsilyl)azanide, chloride, lithium(1+), azanium to produce n-[4-[2-[(2-hydroxy-2-pyridin-3-ylethyl)amino]ethyl]phenyl]-4-[5-[(1r)-1-[4-(trifluoromethyl)phenyl]ethyl]-1,2,4-oxadiazol-3-yl]benzenesulfonamide.",train,1,0
"Methyl 1-(benzenesulfonyl)-5-phenyl-4-propylpyrrole-3-carboxylate reacts in the presence of bis(2-methylpropyl)alumanylium, toluene, hydride to produce [1-(benzenesulfonyl)-5-phenyl-4-propylpyrrol-3-yl]methanol.",train,0,1
"2-(trifluoromethyl)benzoyl chloride and 3-piperazin-1-yl-1,2,4-triazine react together in the presence of n,n-diethylethanamine, ethyl acetate, dichloromethane to produce [4-(1,2,4-triazin-3-yl)piperazin-1-yl]-[2-(trifluoromethyl)phenyl]methanone.",train,0,1
"(2r)-2-(9-chloro-5-oxo-2,6,11-triazatricyclo[6.3.1.04,12]dodeca-1(11),3,8(12),9-tetraen-6-yl)-3-methylbutanoic acid and 2-aminoacetonitrile react together in the presence of oxolane, [dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium, hexafluorophosphate to produce (2r)-2-(9-chloro-5-oxo-2,6,11-triazatricyclo[6.3.1.04,12]dodeca-1(11),3,8(12),9-tetraen-6-yl)-n-(cyanomethyl)-3-methylbutanamide.",train,1,0
"3-iodobenzoic acid and bis(2,5-dioxopyrrolidin-1-yl) carbonate react together in the presence of acetonitrile, pyridine to produce (2,5-dioxopyrrolidin-1-yl) 3-iodobenzoate.",train,0,1
"Chloro-(3-chloropropyl)-dimethylsilane and oxidane react together in the presence of carbonate, sodium(1+) to produce 3-chloropropyl-[3-chloropropyl(dimethyl)silyl]oxy-dimethylsilane.",train,0,1
"5-amino-2-methylphenol and 4-chloro-[1]benzothiolo[3,2-b]pyridine-3-carbonitrile react together in the presence of 2-ethoxyethanol to produce 4-(3-hydroxy-4-methylanilino)-[1]benzothiolo[3,2-b]pyridine-3-carbonitrile.",train,1,0
"Pyridin-4-amine and 2,6-dichloro-4-iodobenzoic acid react together in the presence of oxolane, n,n-diethylethanamine, thionyl dichloride to produce 2,6-dichloro-4-iodo-n-pyridin-4-ylbenzamide.",train,0,1
"Tert-butyl (3r)-3-(aminomethyl)piperidine-1-carboxylate and 3-[[2-(3,3,3-triphenylpropanoylamino)acetyl]amino]propanoic acid react together in the presence of n,n-diethylethanamine, 3-(ethyliminomethylideneamino)-n,n-dimethylpropan-1-amine, n,n-dimethylformamide, chlorane, chloroform, oxidane, 1-hydroxybenzotriazole to produce tert-butyl (3r)-3-[[3-[[2-(3,3,3-triphenylpropanoylamino)acetyl]amino]propanoylamino]methyl]piperidine-1-carboxylate.",train,0,1
2-[[4-[(dimethylamino)methyl]pyridin-2-yl]methylsulfanyl]ethanamine and 2-methylsulfinyl-3-nitro-1h-pyrrole react together in the presence of ethanol to produce n-[2-[[4-[(dimethylamino)methyl]pyridin-2-yl]methylsulfanyl]ethyl]-3-nitro-1h-pyrrol-2-amine.,train,1,0
5-(3-hexadecanoyloxyoctadecanoylamino)pentanoic acid and dibenzyl (2s)-2-aminopentanedioate react together to produce dibenzyl (2s)-2-[5-(3-hexadecanoyloxyoctadecanoylamino)pentanoylamino]pentanedioate.,train,0,1
"2-oxopropanal and 4-nitrobenzene-1,2-diamine react together in the presence of oxidane to produce 2-methyl-6-nitroquinoxaline.",train,1,0
"(4r)-4-(chloromethyl)-2,2-dimethyl-1,3-dioxolane and 4-bromo-3-(trifluoromethyl)phenol react together in the presence of n,n-dimethylformamide, oxidane, carbonate, potassium(1+) to produce (4s)-4-[[4-bromo-3-(trifluoromethyl)phenoxy]methyl]-2,2-dimethyl-1,3-dioxolane.",train,1,0
"Tert-butyl 4-[[2-[[(1r,2r)-2-hydroxycyclohexyl]amino]-1,3-benzothiazol-6-yl]oxy]pyridine-2-carboxylate reacts in the presence of acetonitrile, chlorane to produce 4-[[2-[[(1r,2r)-2-hydroxycyclohexyl]amino]-1,3-benzothiazol-6-yl]oxy]pyridine-2-carboxylic acid.",train,0,1
"1-(4-bromobutoxy)-4-chlorobenzene and 1,1-dioxo-1,2-benzothiazol-3-one react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce 2-[4-(4-chlorophenoxy)butyl]-1,1-dioxo-1,2-benzothiazol-3-one.",train,1,0
"(4-butylphenyl)-[4-(2-sulfanylidene-3h-benzimidazol-1-yl)piperidin-1-yl]methanone and carbonate react together in the presence of acetonitrile, iodomethane, potassium(1+) to produce (4-butylphenyl)-[4-(2-methylsulfanylbenzimidazol-1-yl)piperidin-1-yl]methanone.",train,0,1
"(3s)-2-[(2r)-2-(cyclopentylmethyl)-4-oxo-4-(phenylmethoxyamino)butanoyl]-n-pyridin-2-yl-3,4-dihydropyrazole-3-carboxamide reacts in the presence of methanol, hydroxide, palladium(2+) to produce (3s)-2-[(2r)-2-(cyclopentylmethyl)-4-(hydroxyamino)-4-oxobutanoyl]-n-pyridin-2-yl-3,4-dihydropyrazole-3-carboxamide.",train,0,1
"[6-[2-[[2-(3-fluoro-4-hydroxyphenyl)-2-oxoethyl]amino]-4-methoxyphenyl]-5,6,7,8-tetrahydronaphthalen-2-yl] 2,2-dimethylpropanoate and 2-chloro-n-cyclopropylacetamide react together to produce 6-[2-[2-[4-[2-(cyclopropylamino)ethoxy]-3-fluorophenyl]ethylamino]-4-methoxyphenyl]-5,6,7,8-tetrahydronaphthalen-2-ol.",train,1,0
"4-bromo-1,2-dimethoxybenzene and 6-chloropyridine-3-carbonyl chloride react together in the presence of oxolane, magnesium;1,2-dimethoxybenzene-5-ide;bromide, chlorane, magnesium to produce (6-chloropyridin-3-yl)-(3,4-dimethoxyphenyl)methanone.",train,1,0
"8-[(6-methoxy-1h-benzimidazol-2-yl)sulfanylmethyl]-1-methyl-3,4-dihydro-2h-quinoline and 3-chlorobenzenecarboperoxoic acid react together in the presence of dichloromethane, carbonate, sodium(1+) to produce 8-[(6-methoxy-1h-benzimidazol-2-yl)sulfinylmethyl]-1-methyl-3,4-dihydro-2h-quinoline.",train,1,0
"Methyl 2-(1-benzofuran-2-yl)-3-(diethylamino)quinoxaline-6-carboxylate reacts in the presence of methanol, chlorane, oxidane, sodium(1+), hydroxide to produce 2-(1-benzofuran-2-yl)-3-(diethylamino)quinoxaline-6-carboxylic acid.",train,1,0
"[2-(4,4-dimethyl-9-oxo-7-thia-10-azatricyclo[6.4.0.02,6]dodeca-1(8),2(6)-dien-10-yl)-4-fluoro-6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]methyl acetate and 5-bromo-1-methyl-3-[[5-(oxetan-3-yl)-6,7-dihydro-4h-pyrazolo[1,5-a]pyrazin-2-yl]amino]pyridin-2-one react together in the presence of acetonitrile, acetate, dichloropalladium, iron(2+), sodium(1+), cyclopenta-2,4-dien-1-yl(diphenyl)phosphane to produce [2-(4,4-dimethyl-9-oxo-7-thia-10-azatricyclo[6.4.0.02,6]dodeca-1(8),2(6)-dien-10-yl)-4-fluoro-6-[1-methyl-5-[[5-(oxetan-3-yl)-6,7-dihydro-4h-pyrazolo[1,5-a]pyrazin-2-yl]amino]-6-oxopyridin-3-yl]phenyl]methyl acetate.",train,0,1
"Methyl 5-bromo-2-formylbenzoate reacts in the presence of oxolane, chlorane, oxidane, lithium(1+), hydroxide to produce 5-bromo-2-formylbenzoic acid.",train,0,1
"1-chloro-3-phenylpropan-2-one and 1-benzylpiperazine react together in the presence of n,n-diethylethanamine, dichloromethane, oxidane to produce 1-(4-benzylpiperazin-1-yl)-3-phenylpropan-2-one.",train,1,0
"N-(7-chloro-4-methoxyquinolin-8-yl)-2-nitro-4-(trifluoromethyl)benzenesulfonamide reacts in the presence of ethanol, dichlorotin to produce 2-amino-n-(7-chloro-4-methoxyquinolin-8-yl)-4-(trifluoromethyl)benzenesulfonamide.",train,0,1
"Tert-butyl (3r)-3-(9h-fluoren-9-ylmethoxycarbonylamino)-4-(methylamino)-4-oxobutanoate reacts in the presence of piperidine, dichloromethane to produce tert-butyl (3r)-3-amino-4-(methylamino)-4-oxobutanoate.",train,0,1
2-[[2-[4-(diethoxyphosphorylmethyl)-2-methoxyanilino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-[1-(4-hydroxybutyl)pyrazol-4-yl]-n-methylbenzamide reacts in the presence of [4-[[4-[2-(diethylcarbamoyl)-4-[1-(3-hydroxypropyl)pyrazol-4-yl]anilino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]-3-methoxyphenyl]methyl-ethoxyphosphinic acid to produce ethoxy-[[4-[[4-[4-[1-(4-hydroxybutyl)pyrazol-4-yl]-2-(methylcarbamoyl)anilino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]-3-methoxyphenyl]methyl]phosphinic acid.,train,0,1
"Benzyl 3-[methyl(propyl)carbamoyl]-5-pyridin-4-ylbenzoate reacts in the presence of methanol, palladium to produce 3-[methyl(propyl)carbamoyl]-5-pyridin-4-ylbenzoic acid.",train,0,1
"6-bromo-n-[[4-(ethylamino)-6-methyl-2-oxo-1h-pyridin-3-yl]methyl]-1-propan-2-ylindole-4-carboxamide and 1-methyl-4-[5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyridin-2-yl]piperazine react together in the presence of 1,2-dimethoxyethane, dichloromethane, dichloropalladium, oxidane, hydrogen carbonate, iron(2+), sodium(1+), cyclopenta-2,4-dien-1-yl(diphenyl)phosphane to produce n-[[4-(ethylamino)-6-methyl-2-oxo-1h-pyridin-3-yl]methyl]-6-[6-(4-methylpiperazin-1-yl)pyridin-3-yl]-1-propan-2-ylindole-4-carboxamide.",train,1,0
"4-[[3-(3-chlorophenyl)-2-fluoro-4-methoxyphenyl]methyl]aniline and isocyanate react together in the presence of acetic acid, propan-2-one, hexane, oxidane, sodium(1+) to produce [4-[[3-(3-chlorophenyl)-2-fluoro-4-methoxyphenyl]methyl]phenyl]urea.",train,1,0
"1-o-(2-adamantyl) 4-o-methyl 4-phenylpiperidine-1,4-dicarboxylate reacts in the presence of oxolane, methanol, chlorane, boranuide, lithium(1+) to produce 2-adamantyl 4-(hydroxymethyl)-4-phenylpiperidine-1-carboxylate.",train,1,0
"2-fluoro-5-formylbenzonitrile and 4-chloro-3-(trifluoromethyl)phenol react together in the presence of n,n-dimethylformamide, carbonate, potassium(1+) to produce 2-[4-chloro-3-(trifluoromethyl)phenoxy]-5-formylbenzonitrile.",train,1,0
"3-n-(2,5-dimethoxyphenyl)quinoxaline-2,3-diamine and 1-methylimidazole-4-sulfonyl chloride react together in the presence of pyridine to produce n-[3-(2,5-dimethoxyanilino)quinoxalin-2-yl]-1-methylimidazole-4-sulfonamide.",train,1,0
"Tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and (1r,2s)-1-amino-2,3-dihydro-1h-inden-2-ol react together in the presence of n,n-diethylethanamine, dichloromethane to produce tert-butyl n-[(1r,2s)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]carbamate.",train,0,1
"(2r)-2-aminopropanoic acid and (3s)-2-benzyl-3-(phenylmethoxycarbonylamino)butanedioic acid react together in the presence of oxolane, 2-methylpropyl carbonochloridate, n,n-dimethylformamide, 4-methylmorpholine, silyl (2r)-2-aminopropanoate, chloro(trimethyl)silane, chlorane, chloroform to produce (3s)-2-benzyl-4-[[(1r)-1-carboxyethyl]amino]-4-oxo-3-(phenylmethoxycarbonylamino)butanoic acid.",train,0,1
"1-[5-[(2r)-4-(6-benzyl-4,5-dimethylpyridazin-3-yl)-2-methylpiperazin-1-yl]pyrazin-2-yl]-2-hydroxyethanone reacts in the presence of ethanol, chlorane, boranuide, sodium(1+) to produce 1-[5-[(2r)-4-(6-benzyl-4,5-dimethylpyridazin-3-yl)-2-methylpiperazin-1-yl]pyrazin-2-yl]ethane-1,2-diol.",train,0,1
"Acetyl chloride and 5-bromopyridin-2-amine react together in the presence of oxidane, pyridine to produce n-(5-bromopyridin-2-yl)acetamide.",train,0,1
"(e)-1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pent-1-en-3-one reacts in the presence of boranylidyneborane, oxolane, (1s,2r)-2-amino-1-phenylpropan-1-ol, chlorane, 1,2-dichloroethane to produce (e)-1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pent-1-en-3-ol.",train,0,1
"1-morpholin-2-ylethanone and benzyl carbonochloridate react together in the presence of n,n-diethylethanamine, dichloromethane, oxidane to produce benzyl 2-acetylmorpholine-4-carboxylate.",train,1,0
"Methyl 4-[2-cyano-4-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]phenoxy]benzoate reacts in the presence of methanol, azane, nickel to produce methyl 4-[2-(aminomethyl)-4-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]phenoxy]benzoate.",train,0,1
"1-methylpiperidin-4-amine and 3-methoxy-4-[[5-methyl-9-(2-methylcyclopentyl)-6-oxo-7,8-dihydropyrimido[4,5-b][1,4]diazepin-2-yl]amino]benzoic acid react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, [dimethylamino-(3-oxidotriazolo[4,5-b]pyridin-3-ium-1-yl)methylidene]-dimethylazanium, n,n-dimethylformamide, hexafluorophosphate, oxidane, hydrogen carbonate, sodium(1+) to produce 3-methoxy-4-[[5-methyl-9-(2-methylcyclopentyl)-6-oxo-7,8-dihydropyrimido[4,5-b][1,4]diazepin-2-yl]amino]-n-(1-methylpiperidin-4-yl)benzamide.",train,0,1
"Tert-butyl 3-(pyrrolidine-1-carbonyl)azetidine-1-carboxylate reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce azetidin-3-yl(pyrrolidin-1-yl)methanone.",train,0,1
"N-methyl-n-phenylcarbamoyl chloride and 3-(3,4-dichlorophenoxy)-1h-pyridazin-6-one react together in the presence of oxolane, 1,4-diazabicyclo[2.2.2]octane to produce [6-(3,4-dichlorophenoxy)pyridazin-3-yl] n-methyl-n-phenylcarbamate.",train,1,0
"Phenyl 3-[cyano(diphenyl)methyl]pyrrolidine-1-carboxylate and hydroxide react together in the presence of sulfuric acid, sodium(1+) to produce 2,2-diphenyl-2-pyrrolidin-3-ylacetamide.",train,1,0
"4-bromo-1,2-dimethoxybenzene and (2r)-2-methylpiperazine react together in the presence of methane, acetate, 2-methylpropan-2-olate, ethoxyethane, toluene, dichloromethane, sodium(1+), palladium(2+), [1-(2-diphenylphosphanylnaphthalen-1-yl)naphthalen-2-yl]-diphenylphosphane to produce (3r)-1-(3,4-dimethoxyphenyl)-3-methylpiperazine.",train,1,0
"2-ethenyl-3-methoxyaniline and 2-chloro-4,5-dihydro-1h-imidazole react together to produce n-(2-ethenyl-3-methoxyphenyl)-4,5-dihydro-1h-imidazol-2-amine.",train,1,0
"Methyl 2,2,2-trichloroethanimidate and 2-hydroxybenzohydrazide react together to produce n-[(1-amino-2,2,2-trichloroethylidene)amino]-2-hydroxybenzamide.",train,0,1
"Tert-butyl acetate and 3-[(1s)-2-[tert-butyl(diphenyl)silyl]oxy-1-hydroxyethyl]-4-(8-fluoro-5-methyl-3,4-dihydro-2h-chromen-6-yl)-2-methylisoquinolin-1-one react together in the presence of hydrogen carbonate, sodium(1+), perchloric acid to produce 3-[(1s)-2-[tert-butyl(diphenyl)silyl]oxy-1-[(2-methylpropan-2-yl)oxy]ethyl]-4-(8-fluoro-5-methyl-3,4-dihydro-2h-chromen-6-yl)-2-methylisoquinolin-1-one.",train,1,0
"Methyl 3-aminothiophene-2-carboxylate and 2-chloro-4,5-difluorobenzenesulfonyl chloride react together in the presence of n,n-dimethylpyridin-4-amine, dichloromethane, pyridine to produce methyl 3-[(2-chloro-4,5-difluorophenyl)sulfonylamino]thiophene-2-carboxylate.",train,1,0
"2-[4-[(2-methylpropan-2-yl)oxycarbonylamino]cyclohexyl]oxyacetic acid and n,n-diethylethanamine react together in the presence of oxolane, ethyl carbonochloridate, azanium, hydroxide to produce tert-butyl n-[4-(2-amino-2-oxoethoxy)cyclohexyl]carbamate.",train,0,1
"Tert-butyl 4-(1-aminoethyl)piperidine-1-carboxylate reacts in the presence of propan-2-one, (2r)-2-hydroxy-2-phenylacetic acid to produce tert-butyl 4-[(1r)-1-aminoethyl]piperidine-1-carboxylate.",train,1,0
"Ethyl 2-[2-[7-[1-[ditert-butyl(phenyl)silyl]oxypropan-2-yloxy]-5-(4-methylsulfonylphenoxy)-1h-indol-2-yl]-4,5-dihydro-1,3-thiazol-5-yl]acetate reacts in the presence of oxolane, ethanol, sodium(1+), hydroxide to produce 2-[2-[7-[1-[ditert-butyl(phenyl)silyl]oxypropan-2-yloxy]-5-(4-methylsulfonylphenoxy)-1h-indol-2-yl]-4,5-dihydro-1,3-thiazol-5-yl]acetic acid.",train,0,1
"6-(3-chlorophenyl)-5-[(4-chlorophenyl)methyl]-1,3-bis[3-(oxan-2-yloxy)propyl]furo[2,3-d]pyrimidine-2,4-dione reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce 6-(3-chlorophenyl)-5-[(4-chlorophenyl)methyl]-1,3-bis(3-hydroxypropyl)furo[2,3-d]pyrimidine-2,4-dione.",train,1,0
"[(3s,4s,5r)-4,5,6-triacetyloxythian-3-yl] acetate reacts in the presence of ethoxyethane, phenylmethanamine to produce [(3s,4s,5r,6s)-4,5-diacetyloxy-6-hydroxythian-3-yl] acetate.",train,1,0
"Tert-butyl 2-bromoacetate and (2s)-2-amino-3,3-dimethylbutanoic acid react together in the presence of acetonitrile to produce tert-butyl 2-[[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]amino]acetate.",train,1,0
"N-[4-(8-methylimidazo[1,2-a]pyridin-2-yl)phenyl]-3-piperidin-1-ylpropanamide reacts in the presence of toluene to produce 4-(8-methylimidazo[1,2-a]pyridin-2-yl)-n-(3-pyrrolidin-1-ylpropyl)aniline.",train,1,0
"Ethyl 2-[3-[(4-aminophenyl)methyl]-2-methylindol-1-yl]acetate and 4-chlorobenzoyl chloride react together in the presence of n,n-diethylethanamine, dichloromethane to produce ethyl 2-[3-[[4-[(4-chlorobenzoyl)amino]phenyl]methyl]-2-methylindol-1-yl]acetate.",train,1,0
"Benzyl 3-[(2-methoxy-4-methoxycarbonylphenyl)methyl]-1h-indole-5-carboxylate reacts in the presence of n,n-dimethylformamide, formic acid, palladium to produce 3-[(2-methoxy-4-methoxycarbonylphenyl)methyl]-1h-indole-5-carboxylic acid.",train,0,1
"1-[1-[3-[4-[tert-butyl(dimethyl)silyl]oxyphenyl]-4-phenyl-1,2-oxazol-5-yl]cyclopropyl]propan-1-ol reacts in the presence of n,n-diethylethanamine, methylsulfinylmethane, dichloromethane, oxidane, oxalyl dichloride to produce 1-[1-[3-[4-[tert-butyl(dimethyl)silyl]oxyphenyl]-4-phenyl-1,2-oxazol-5-yl]cyclopropyl]propan-1-one.",train,0,1
"Ethyl 2-bromo-2-(4-methoxyphenyl)acetate and 4-sulfanylphenol react together in the presence of n,n-diethylethanamine, chloroform to produce ethyl 2-(4-hydroxyphenyl)sulfanyl-2-(4-methoxyphenyl)acetate.",train,0,1
