reaction,split,not_high_yielding,high_yielding
"3-phenylbenzo[f][1,2]benzoxazole-4,9-dione reacts in the presence of ethanol, nickel to produce 3-(benzenecarboximidoyl)-4-hydroxynaphthalene-1,2-dione.",train,1,0
"1-(5,6-dimethoxy-3-nitropyridin-2-yl)-2-nitroethanol reacts in the presence of acetyl acetate, acetate, hydrogen carbonate, sodium(1+) to produce 2,3-dimethoxy-5-nitro-6-(2-nitroethenyl)pyridine.",train,0,1
4-fluoro-2-methyl-1-nitrobenzene and 4-[4-[[amino(thiophen-2-yl)methylidene]amino]-2-methylphenyl]-n-[4-(dithiolan-3-yl)butyl]piperazine-1-carboxamide react together to produce 4-[4-[[amino(thiophen-2-yl)methylidene]amino]-3-methylphenyl]-n-[4-(dithiolan-3-yl)butyl]piperazine-1-carboxamide.,train,1,0
"Carbonate and 2,3-dihydroxybenzaldehyde react together in the presence of iodomethane, n,n-dimethylformamide, oxidane, potassium(1+) to produce 3-hydroxy-2-methoxybenzaldehyde.",train,1,0
"1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene reacts in the presence of acetonitrile, ethoxyethane, trifluoroborane, molecular fluorine to produce 1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene.",train,1,0
"2,5-dibromopyridine and n,n-dimethylformamide react together in the presence of ethoxyethane, chloride, lithium;butane, azanium to produce 6-bromopyridine-3-carbaldehyde.",train,0,1
"4-chloro-1-(2,4-dimethylphenyl)butan-1-one and 1h-imidazole react together in the presence of n,n-dimethylformamide, oxidane to produce 1-(2,4-dimethylphenyl)-4-imidazol-1-ylbutan-1-one.",train,1,0
"Tetrabromomethane and [5-(1,1,2,2,2-pentafluoroethyl)-1,2-oxazol-3-yl]methanol react together in the presence of ethoxyethane, triphenylphosphane to produce 3-(bromomethyl)-5-(1,1,2,2,2-pentafluoroethyl)-1,2-oxazole.",train,1,0
"Ethyl 5-chloro-1-[(4-methoxyphenyl)methyl]triazole-4-carboxylate and 3-[3-[4-[(4-chlorophenyl)methyl]piperazin-1-yl]propoxy]phenol react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce ethyl 5-[3-[3-[4-[(4-chlorophenyl)methyl]piperazin-1-yl]propoxy]phenoxy]-1-[(4-methoxyphenyl)methyl]triazole-4-carboxylate.",train,0,1
"3,4,5,6-tetrafluorobenzene-1,2-dicarbonyl fluoride and 3,3,4,5,6,7-hexafluoro-2-benzofuran-1-one react together in the presence of 2,2,2-trifluoroacetic acid to produce 4,5,6,7-tetrafluoro-2-benzofuran-1,3-dione.",train,1,0
"Chloro-tri(propan-2-yl)silane and 9h-fluorene react together in the presence of oxolane, ethoxyethane, lithium;butane to produce 9h-fluoren-9-yl-tri(propan-2-yl)silane.",train,0,1
"2-(azidomethyl)-7-(2,4-dichlorophenyl)-2,3-dihydro-1-benzofuran reacts in the presence of platinum to produce [7-(2,4-dichlorophenyl)-2,3-dihydro-1-benzofuran-2-yl]methanamine.",train,0,1
"(1r,7s)-4-(2,3-dimethylphenyl)-1,10,10-trimethyl-3,4-diazatricyclo[5.2.1.02,6]dec-2(6)-en-5-one and hydrogen carbonate react together in the presence of iodomethane, n,n-dimethylformamide, sodium(1+) to produce (1r,7s)-4-(2,3-dimethylphenyl)-1,3,10,10-tetramethyl-3,4-diazatricyclo[5.2.1.02,6]dec-2(6)-en-5-one.",train,1,0
Ethyl 1-(2-chloro-5-chlorosulfonylphenyl)-5-cyclopropylpyrazole-4-carboxylate and n-methylmethanamine react together in the presence of dichloromethane to produce ethyl 1-[2-chloro-5-(dimethylsulfamoyl)phenyl]-5-cyclopropylpyrazole-4-carboxylate.,train,0,1
"4-[[3,5-bis(trifluoromethyl)phenyl]methyl]-2-methyl-1-nitrobenzene reacts in the presence of acetate, propan-2-one, oxidane, chloride, azanium, titanium(3+) to produce 4-[[3,5-bis(trifluoromethyl)phenyl]methyl]-2-methylaniline.",train,1,0
"Benzotriazol-1-yloxy-tris(dimethylamino)phosphanium and 4-(2-fluorophenyl)-7-methyl-6-pyrimidin-5-yloxy-9h-pyrido[3,4-b]indole-1-carboxylic acid react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, n,n-dimethylformamide, 4-methylmorpholine, methanol, hexafluorophosphate, chloride, azanium to produce 4-(2-fluorophenyl)-7-methyl-6-pyrimidin-5-yloxy-9h-pyrido[3,4-b]indole-1-carboxamide.",train,1,0
"Tert-butyl 2-[3-bromo-4-[(6-chloropyridin-3-yl)carbamoylamino]phenyl]morpholine-4-carboxylate reacts in the presence of acetonitrile, oxidane, 2,2,2-trifluoroacetic acid, sodium(1+), hydroxide to produce 1-(2-bromo-4-morpholin-2-ylphenyl)-3-(6-chloropyridin-3-yl)urea.",train,1,0
"[(1s,3s,5s,8s,9s,10s,13s,14s,17r)-1-[tert-butyl(dimethyl)silyl]oxy-17-[1-(5,5-dimethyl-1,3-dioxan-2-yl)ethyl]-5-hydroxy-10,13-dimethyl-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-yl] n,n-dimethylcarbamate reacts in the presence of sulfuric acid, benzene to produce [(1s,3r,9s,10r,13r,14r,17r)-1-[tert-butyl(dimethyl)silyl]oxy-17-[1-(5,5-dimethyl-1,3-dioxan-2-yl)ethyl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1h-cyclopenta[a]phenanthren-3-yl] n,n-dimethylcarbamate.",train,1,0
"5-chloro-1-methylpyrazole-4-carboxylic acid and n-[6-(3-aminophenoxy)-[1,2,4]triazolo[1,5-a]pyridin-2-yl]cyclopropanecarboxamide react together in the presence of oxolane, n,n-dimethylacetamide, n,n-dimethylformamide, oxalyl dichloride to produce 5-chloro-n-[3-[[2-(cyclopropanecarbonylamino)-[1,2,4]triazolo[1,5-a]pyridin-6-yl]oxy]phenyl]-1-methylpyrazole-4-carboxamide.",train,1,0
2-methyl-3-propan-2-ylpyridine and hydrogen peroxide react together in the presence of acetic acid to produce 2-methyl-1-oxido-3-propan-2-ylpyridin-1-ium.,train,0,1
"N-[2-tert-butyl-5-[5-cyclohexyl-2-(phenylmethoxymethyl)pent-1-enyl]phenyl]-2-(9h-xanthen-9-yl)acetamide reacts in the presence of ethanol, molecular hydrogen, palladium to produce n-[2-tert-butyl-5-[5-cyclohexyl-2-(hydroxymethyl)pentyl]phenyl]-2-(9h-xanthen-9-yl)acetamide.",train,0,1
"3-methyl-4-(4-nitrophenoxy)-1,2-benzoxazole reacts in the presence of ethanol, dichlorotin, oxidane to produce 4-[(3-methyl-1,2-benzoxazol-4-yl)oxy]aniline.",train,1,0
"Acetyl chloride and 4-(3,5-dimethylpiperazin-1-yl)benzaldehyde react together in the presence of n,n-diethylethanamine, dichloromethane to produce 4-(4-acetyl-3,5-dimethylpiperazin-1-yl)benzaldehyde.",train,0,1
"1-bromo-3,5-di(propan-2-yl)benzene and 4,4,5,5-tetramethyl-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,3,2-dioxaborolane react together in the presence of 1,4-dioxane, acetate, dichloromethane, dichloropalladium, iron(2+), potassium(1+), cyclopenta-2,4-dien-1-yl(diphenyl)phosphane to produce 2-[3,5-di(propan-2-yl)phenyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane.",train,0,1
"2-methylpropanoyl 2-methylpropanoate and 4-aminocyclohexan-1-ol react together in the presence of oxolane, n,n-diethylethanamine, oxidane to produce n-(4-hydroxycyclohexyl)-2-methylpropanamide.",train,1,0
"[3-(3-fluoro-4-thiomorpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl 4-methylbenzenesulfonate and azide react together in the presence of acetonitrile, ethyl acetate, n,n-dimethylformamide, chloroform, sodium(1+) to produce (5r)-5-(azidomethyl)-3-(3-fluoro-4-thiomorpholin-4-ylphenyl)-1,3-oxazolidin-2-one.",train,0,1
"3,4-dihydro-2h-pyran and 8-bromo-7-ethyl-1-(3-hydroxypropyl)-3-methylpurine-2,6-dione react together in the presence of 4-methylbenzenesulfonate, dichloromethane, pyridin-1-ium to produce 8-bromo-7-ethyl-3-methyl-1-[3-(oxan-2-yloxy)propyl]purine-2,6-dione.",train,0,1
"3-phenylpropanal and cyanide react together in the presence of ethanol, oxidane, hydrogen sulfite, sodium(1+) to produce 2-hydroxy-4-phenylbutanenitrile.",train,1,0
Ethyl piperazine-1-carboxylate and 3-(4-cyanophenoxy)-5-hydroxybenzoic acid react together to produce ethyl 4-[3-(4-cyanophenoxy)-5-hydroxybenzoyl]piperazine-1-carboxylate.,train,1,0
"N-ethyl-n-(trifluoro-lambda4-sulfanyl)ethanamine and (6-iodo-3-methylimidazo[1,2-a]pyridin-2-yl)methanol react together in the presence of dichloromethane to produce 2-(fluoromethyl)-6-iodo-3-methylimidazo[1,2-a]pyridine.",train,1,0
"Tert-butyl 3-[(2-fluorophenyl)carbamoyl]piperidine-1-carboxylate reacts in the presence of borane, oxolane to produce tert-butyl 3-[(2-fluoroanilino)methyl]piperidine-1-carboxylate.",train,0,1
"4-o-benzyl 1-o-tert-butyl 2,6-dimethylpiperazine-1,4-dicarboxylate reacts in the presence of methanol, palladium to produce tert-butyl 2,6-dimethylpiperazine-1-carboxylate.",train,0,1
"5-(4-pyridin-3-yloxyphenyl)-1,3,4-oxadiazol-2-amine and 2-(trifluoromethoxy)benzoyl chloride react together in the presence of bromane, methanol, pyridine to produce n-[5-(4-pyridin-3-yloxyphenyl)-1,3,4-oxadiazol-2-yl]-2-(trifluoromethoxy)benzamide.",train,1,0
"[(2s,3r,4r,5s,6r)-4,5-diacetyloxy-2-methyl-6-sulfanyloxan-3-yl] acetate and 1-bromohexadecane react together in the presence of n,n-diethylethanamine, dichloromethane to produce [(2s,3r,4r,5s,6r)-4,5-diacetyloxy-6-hexadecylsulfanyl-2-methyloxan-3-yl] acetate.",train,1,0
"N-[(4-chlorophenyl)methyl]-8-fluoro-6-(5-hydroxypent-1-ynyl)-4-oxo-1h-quinoline-3-carboxamide reacts in the presence of acetylene, methanol, dichloromethane, palladium to produce n-[(4-chlorophenyl)methyl]-8-fluoro-6-(5-hydroxypentyl)-4-oxo-1h-quinoline-3-carboxamide.",train,1,0
"1-(1-phenylethyl)-3,3a,4,5,6,6a-hexahydro-2h-pyrrolo[3,4-b]pyrrole and 4-chloro-6-ethylpyrimidin-2-amine react together in the presence of ethanol, pyridine to produce 4-[(3ar,6ar)-1-(1-phenylethyl)-2,3,3a,4,6,6a-hexahydropyrrolo[2,3-c]pyrrol-5-yl]-6-ethylpyrimidin-2-amine.",train,1,0
"Benzyl 3-(4-cyclobutylpiperazine-1-carbonyl)azetidine-1-carboxylate reacts in the presence of ethanol, palladium to produce azetidin-3-yl-(4-cyclobutylpiperazin-1-yl)methanone.",train,0,1
"(5-amino-4-fluoro-2-methylphenyl) methyl carbonate and nitrite react together in the presence of oxidane, sulfuric acid, oxocopper, nitrate, copper(2+), sodium(1+) to produce (4-fluoro-5-hydroxy-2-methylphenyl) methyl carbonate.",train,1,0
"Ethyl 4-[3-[3-tert-butyl-4-(diethylamino)phenyl]-4-hydroxyphenyl]benzoate and trifluoromethylsulfonyl trifluoromethanesulfonate react together in the presence of n,n-diethylethanamine, n,n-dimethylpyridin-2-amine, dichloromethane, oxidane to produce ethyl 4-[3-[3-tert-butyl-4-(diethylamino)phenyl]-4-(trifluoromethylsulfonyloxy)phenyl]benzoate.",train,0,1
"Tert-butyl 3-(2-hydroxyphenyl)-3-oxopropanoate and 2-chlorobenzaldehyde react together in the presence of piperidine, acetic acid to produce tert-butyl (e)-3-(2-chlorophenyl)-2-(2-hydroxybenzoyl)prop-2-enoate.",train,1,0
"N,n-dimethylformamide and (5-thiophen-2-ylthiophen-2-yl)methanol react together in the presence of phosphoryl trichloride to produce 5-[3-(hydroxymethyl)thiophen-2-yl]thiophene-2-carbaldehyde.",train,0,1
"Anisole and benzoyl benzoate react together in the presence of 1-ethyl-3-methylimidazol-3-ium, trifluoromethanesulfonate to produce (4-methoxyphenyl)-phenylmethanone.",train,0,1
"4-(difluoromethyl)-2-(2-fluoro-4-nitrophenyl)-5-methyl-1,2,4-triazol-3-one reacts in the presence of ethanol, oxoplatinum, molecular hydrogen to produce 2-(4-amino-2-fluorophenyl)-4-(difluoromethyl)-5-methyl-1,2,4-triazol-3-one.",train,0,1
"(3r,5s)-5-[[7-fluoro-1-(4-methoxybutyl)benzimidazole-2-carbonyl]-(2-methylpropyl)amino]-1-[(2-methylpropan-2-yl)oxycarbonyl]piperidine-3-carboxylic acid and 1-hydroxybenzotriazole react together in the presence of n,n-diethylethanamine, 3-(ethyliminomethylideneamino)-n,n-dimethylpropan-1-amine, n,n-dimethylformamide, chlorane, azanium to produce tert-butyl (3r,5s)-3-carbamoyl-5-[[7-fluoro-1-(4-methoxybutyl)benzimidazole-2-carbonyl]-(2-methylpropyl)amino]piperidine-1-carboxylate.",train,0,1
"Tert-butyl n-[3-fluoro-4-(5-nitropyridin-2-yl)oxyphenyl]carbamate reacts in the presence of methanol, palladium to produce tert-butyl n-[4-(5-aminopyridin-2-yl)oxy-3-fluorophenyl]carbamate.",train,0,1
"(2r)-2-amino-3-sulfanylpropanoic acid and 9h-fluoren-9-ylmethyl 4-bromobutanoate react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, ethanol, chlorane, oxidane to produce (2r)-2-amino-3-[4-(9h-fluoren-9-ylmethoxy)-4-oxobutyl]sulfanylpropanoic acid.",train,1,0
"1-methylpiperazine and methyl 6-[2-[3-[4-(4-formylphenyl)phenyl]propanoyl]-1,3-oxazol-5-yl]pyridine-2-carboxylate react together in the presence of triacetyloxyboranuide, 1,1-dichloroethane, sodium(1+) to produce methyl 6-[2-[3-[4-[4-[(4-methylpiperazin-1-yl)methyl]phenyl]phenyl]propanoyl]-1,3-oxazol-5-yl]pyridine-2-carboxylate.",train,1,0
"2,3,5-trimethylphenol and 2-(4-bromophenyl)ethanol react together in the presence of tributylphosphane, toluene to produce 1-[2-(4-bromophenyl)ethoxy]-2,3,5-trimethylbenzene.",train,0,1
"5-aminopyridine-2-carbonitrile and 3-chloro-4-fluorobenzaldehyde react together in the presence of 4-methylbenzenesulfonic acid, toluene to produce 5-[(3-chloro-4-fluorophenyl)methylideneamino]pyridine-2-carbonitrile.",train,0,1
"6-amino-2,3,4-trichlorophenol and carbonate react together in the presence of toluene, carbonyl dichloride, potassium(1+) to produce 5,6,7-trichloro-3h-1,3-benzoxazol-2-one.",train,0,1
"(1r,2s,4s,5s)-6-methoxycyclohexane-1,2,3,4,5-pentol reacts in the presence of methanol to produce (1r,2s,4s,5s)-6-methoxycyclohexane-1,2,3,4,5-pentol.",train,1,0
2-(tert-butylsulfamoyl)-5-chlorothiophene-3-carboxylic acid and ethanol react together in the presence of chlorane to produce ethyl 5-chloro-2-sulfamoylthiophene-3-carboxylate.,train,0,1
"1-(4-fluoro-2-methylphenyl)-6-methyl-2-oxopyridine-3-carboxylic acid and n-[6-(4-amino-2-fluorophenoxy)imidazo[1,2-a]pyridin-2-yl]cyclopropanecarboxamide react together in the presence of oxolane, n-ethyl-n-propan-2-ylpropan-2-amine, ethyl acetate, [dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium, n,n-dimethylformamide, hexafluorophosphate to produce n-[4-[2-(cyclopropanecarbonylamino)imidazo[1,2-a]pyridin-6-yl]oxy-3-fluorophenyl]-1-(4-fluoro-2-methylphenyl)-6-methyl-2-oxopyridine-3-carboxamide.",train,1,0
"6-chloro-2-fluoro-9-propan-2-ylpurine and n-ethyl-n-propan-2-ylpropan-2-amine react together in the presence of ethanol, cyclopropanamine to produce n-cyclopropyl-2-fluoro-9-propan-2-ylpurin-6-amine.",train,0,1
"3,4-dihydro-2h-pyran and 6-bromo-2-methyl-2-(4-methylphenyl)hexan-1-ol react together in the presence of 4-methylbenzenesulfonic acid, dichloromethane, oxidane to produce 2-[6-bromo-2-methyl-2-(4-methylphenyl)hexoxy]oxane.",train,0,1
"Methyl 2-[4-[2-[(4-carbamimidoylbenzoyl)amino]acetyl]phenoxy]acetate reacts in the presence of ethanol, chlorane, oxidane, carbonate, potassium(1+) to produce 2-[4-[2-[(4-carbamimidoylbenzoyl)amino]acetyl]phenoxy]acetic acid.",train,1,0
"N-(4-bromo-2,6-difluorophenyl)-6-methoxy-7-phenylmethoxyquinazolin-4-amine reacts in the presence of 2,2,2-trifluoroacetic acid to produce 4-(4-bromo-2,6-difluoroanilino)-6-methoxyquinazolin-7-ol.",train,0,1
"Tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and pentane-1,5-diamine react together in the presence of 2-methylpropan-2-ol, sodium(1+), hydroxide to produce tert-butyl 4-amino-2-(2-aminoethyl)butanoate.",train,1,0
Ethyl 3-(6-oxo-1h-purin-9-yl)propanoate and pyridin-2-ylmethanamine react together in the presence of acetonitrile to produce 3-(6-oxo-1h-purin-9-yl)-n-(pyridin-2-ylmethyl)propanamide.,train,0,1
"6-[(5-bromotriazolo[4,5-b]pyrazin-3-yl)methyl]quinoline and butyl(1-ethoxyethenyl)stannane react together in the presence of acetonitrile, dichloropalladium;triphenylphosphanium, iodocopper to produce 6-[[5-(1-ethoxyethenyl)triazolo[4,5-b]pyrazin-3-yl]methyl]quinoline.",train,1,0
"(3-bromo-4-methylsulfanylindol-1-yl)-tri(propan-2-yl)silane and 1-(bromomethyl)-4-chlorobenzene react together in the presence of ethoxyethane, lithium;2-methylpropane to produce [3-[(4-chlorophenyl)methyl]-4-methylsulfanylindol-1-yl]-tri(propan-2-yl)silane.",train,0,1
"[benzotriazol-1-yloxy(dimethylamino)methylidene]-dimethylazanium and 5-bromo-3-[(1,1-dioxothiolan-3-yl)methyl]-1h-indole-7-carboxylic acid react together in the presence of n,n-diethylethanamine, methanol, dichloromethane, tetrafluoroborate, azane to produce 5-bromo-3-[(1,1-dioxothiolan-3-yl)methyl]-1h-indole-7-carboxamide.",train,1,0
"Methyl 2-iodobenzoate and 2-[2-(4-chlorophenyl)-4-methyl-1,3-thiazol-5-yl]-n-piperidin-3-ylacetamide react together in the presence of toluene, carbonate, cesium(1+), iron(2+), cyclopenta-2,4-dien-1-yl(diphenyl)phosphane, cyclopenta-2,4-dien-1-yl(diphenyl)phosphane to produce methyl 2-[3-[[2-[2-(4-chlorophenyl)-4-methyl-1,3-thiazol-5-yl]acetyl]amino]piperidin-1-yl]benzoate.",train,1,0
"1-bromopropane and 1-chloro-4-[(1s,4s)-4-[2-(3,4-difluorophenyl)ethyl]cyclohexyl]silinane react together in the presence of oxolane, magnesium to produce (4r)-4-[(1s,4r)-4-[2-(3,4-difluorophenyl)ethyl]cyclohexyl]-1-propylsilinane.",train,0,1
"2-hydroxy-2-(4-prop-2-enoxyphenyl)acetic acid and 2,4-ditert-butylphenol react together to produce 5,7-ditert-butyl-3-(4-prop-2-enoxyphenyl)-3h-1-benzofuran-2-one.",train,1,0
"2,2-dimethyl-n-[4-(trifluoromethyl)phenyl]propanamide and n,n-dimethylformamide react together in the presence of chlorane, lithium;butane to produce n-[2-formyl-4-(trifluoromethyl)phenyl]-2,2-dimethylpropanamide.",train,1,0
Ethyl 2-sulfanylacetate and [(e)-2-nitroethenyl]cyclopropane react together in the presence of oxolane to produce ethyl 2-(1-cyclopropyl-2-nitroethyl)sulfanylacetate.,train,0,1
"1-(chloromethyl)-4-methoxybenzene and 5-(1-benzofuran-5-yl)-3h-1,3,4-oxadiazole-2-thione react together to produce 2-(1-benzofuran-5-yl)-5-[(4-methoxyphenyl)methylsulfanyl]-1,3,4-oxadiazole.",train,0,1
"N-[(3r,4r)-1-benzyl-4-fluoropyrrolidin-3-yl]-3-methylsulfonylpropanamide reacts in the presence of methanol, hydroxide, palladium(2+) to produce n-[(3r,4r)-4-fluoropyrrolidin-3-yl]-3-methylsulfonylpropanamide.",train,0,1
"(e)-3-(4-pyrimidin-2-ylphenyl)prop-2-enal reacts in the presence of bis(2-methylpropyl)alumane, methanol, dichloromethane, 2-hydroxypropane-1,2,3-tricarboxylic acid to produce (e)-3-(4-pyrimidin-2-ylphenyl)prop-2-en-1-ol.",train,0,1
"Ethyl 2-cyanoacetate and (2-amino-5-chlorophenyl)-phenylmethanone react together in the presence of chlorane, oxidane, cerium(3+), chloride to produce 6-chloro-2-oxo-4-phenyl-1h-quinoline-3-carbonitrile.",train,1,0
"(7-acetyl-5-chloroquinolin-8-yl) trifluoromethanesulfonate and n-[(3s)-pyrrolidin-3-yl]propanamide react together in the presence of oxolane, acetate, chlorane, dichloromethane, carbonate, cesium(1+), palladium(2+), [1-(2-diphenylphosphanylnaphthalen-1-yl)naphthalen-2-yl]-diphenylphosphane to produce n-[(3s)-1-(7-acetyl-5-chloroquinolin-8-yl)pyrrolidin-3-yl]propanamide.",train,1,0
"2-(3-methoxyphenyl)cyclopentan-1-ol reacts in the presence of n,n-diethylethanamine, methylsulfinylmethane, dichloromethane, oxalyl dichloride to produce 2-(3-methoxyphenyl)cyclopentan-1-one.",train,1,0
"[1-[(2-methylpropan-2-yl)oxycarbonyl]piperidin-4-yl]methyl-triphenylphosphanium and 2,2-difluoro-2-(4-fluorophenyl)-1-methoxyethanol react together in the presence of oxolane, bis(trimethylsilyl)azanide, toluene, iodide, potassium(1+) to produce tert-butyl 4-[3,3-difluoro-3-(4-fluorophenyl)prop-1-enyl]piperidine-1-carboxylate.",train,0,1
"Tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and 4-cyanobenzoic acid react together in the presence of oxolane, ethoxyethane, oxidane, aluminum(3+), hydride, lithium(1+), sodium(1+), hydroxide to produce tert-butyl n-[[4-(hydroxymethyl)phenyl]methyl]carbamate.",train,0,1
"(5-phenoxythiophen-2-yl)methanamine and thieno[2,3-b]pyridine-5-carboxylic acid react together in the presence of n,n-diethylethanamine, ethyl acetate, n,n-dimethylformamide, benzotriazol-1-yl-tris(dimethylamino)phosphanium, hexafluorophosphate, oxidane, lithium to produce n-[(5-phenoxythiophen-2-yl)methyl]thieno[2,3-b]pyridine-5-carboxamide.",train,1,0
"Tert-butyl 3-[4-(2-tert-butyltetrazol-5-yl)phenyl]propanoate reacts in the presence of 2,2,2-trifluoroacetic acid to produce 3-[4-(2-tert-butyltetrazol-5-yl)phenyl]propanoic acid.",train,0,1
"Methyl 3-methyl-4-[4-[2-(phenylmethoxycarbonylamino)ethyl]phenyl]benzoate reacts in the presence of methanol, oxidane, formate, azanium, palladium to produce methyl 4-[4-(2-aminoethyl)phenyl]-3-methylbenzoate.",train,0,1
"Propan-2-one and 5-chloro-2-sulfanylbenzoic acid react together in the presence of (7,7-dimethyl-2-oxo-1-bicyclo[2.2.1]heptanyl)methanesulfonic acid, chloroform, dichloromethane to produce 6-chloro-2,2-dimethyl-3,1-benzoxathiin-4-one.",train,1,0
"Undec-10-enoic acid and 1-azabicyclo[2.2.2]octan-3-amine react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, n,n-dimethylformamide, chlorane to produce n-(1-azabicyclo[2.2.2]octan-3-yl)undec-10-enamide.",train,1,0
"5-bromo-1-ethyl-3-methyl-2-phenylmethoxybenzene and trimethyl borate react together in the presence of oxolane, hexane, chlorane, lithium;butane to produce 3-ethyl-5-methyl-4-phenylmethoxyphenol.",train,0,1
"2-(4-tert-butylphenyl)-n-(4-iodophenyl)-3-(4-nitrophenyl)propanamide and 1-benzofuran-2-ylboronic acid react together in the presence of ethanol, 1,2-dimethoxyethane, dichloropalladium;tris(2-methylphenyl)phosphanium, oxidane, carbonate, sodium(1+) to produce 2-(4-tert-butylphenyl)-n-(2-cyclopenta[b]pyran-2-ylphenyl)-3-(4-nitrophenyl)propanamide.",train,0,1
"6,7-dimethoxy-n-methyl-n-(4-nitrophenyl)quinolin-4-amine reacts in the presence of ethanol, n,n-dimethylformamide, dichloromethane, carbonate, potassium(1+), hydroxide, palladium(2+) to produce 4-n-(6,7-dimethoxyquinolin-4-yl)-4-n-methylbenzene-1,4-diamine.",train,1,0
"Tert-butyl 6-amino-3,4-dihydro-1h-isoquinoline-2-carboxylate and (4-nitrophenyl) carbonochloridate react together in the presence of dichloromethane, pyridine to produce tert-butyl 6-[(4-nitrophenoxy)carbonylamino]-3,4-dihydro-1h-isoquinoline-2-carboxylate.",train,0,1
"Methyl 6-[2,6-difluoro-4-(trifluoromethylsulfonyloxy)phenyl]-5-fluoropyridine-2-carboxylate and 3,6-dihydro-2h-thiopyran-4-ylboronic acid react together in the presence of 1,2-dimethoxyethane, dichloromethane, dichloropalladium, iron(2+), cyclopenta-2,4-dien-1-yl(diphenyl)phosphane to produce methyl 6-[4-(3,6-dihydro-2h-thiopyran-4-yl)-2,6-difluorophenyl]-5-fluoropyridine-2-carboxylate.",train,1,0
"2-methyl-2-(4-nitrophenyl)propanal and ethanamine react together in the presence of propan-2-olate, ethanol, boranuide, sodium(1+), titanium(4+) to produce n-ethyl-2-methyl-2-(4-nitrophenyl)propan-1-amine.",train,0,1
"Diethyl 2-(ethoxymethylidene)propanedioate and 2-aminophenol react together in the presence of ethanol, phenoxybenzene to produce ethyl 8-hydroxy-4-oxo-1h-quinoline-3-carboxylate.",train,1,0
"Ethyl 2-(phenylsulfonimidoyl)acetate and 5-bromopyridine-3-carboxylic acid react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, n,n-dimethylformamide, benzotriazol-1-yloxy-tris(dimethylamino)phosphanium, hexafluorophosphate to produce ethyl 2-[n-(5-bromopyridine-3-carbonyl)-s-phenylsulfonimidoyl]acetate.",train,1,0
"Methyl (e)-3-[4-[1-[2-(6-amino-2-tert-butyl-1h-indol-3-yl)ethyl]pyrrolidin-2-yl]phenyl]prop-2-enoate and methanesulfonyl chloride react together in the presence of n,n-diethylethanamine, ethyl acetate, dichloromethane to produce methyl (e)-3-[4-[1-[2-[2-tert-butyl-6-(methanesulfonamido)-1h-indol-3-yl]ethyl]pyrrolidin-2-yl]phenyl]prop-2-enoate.",train,1,0
"Methyl 2-(6-chloro-3-methylisoquinolin-5-yl)acetate and 1-bromopyrrolidine-2,5-dione react together in the presence of tetrachloromethane to produce methyl 2-[3-(bromomethyl)-6-chloroisoquinolin-5-yl]acetate.",train,1,0
"Oxolane and methyl 4-(4-methoxycarbonylphenyl)benzoate react together in the presence of oxidane, sulfuric acid, aluminum(3+), hydride, lithium(1+) to produce [1-(hydroxymethyl)-4-phenylcyclohexa-2,4-dien-1-yl]methanol.",train,0,1
"Methyl 2,3-dibromopropanoate and phenylmethanamine react together in the presence of acetonitrile, carbonate, potassium(1+) to produce methyl 1-benzylaziridine-2-carboxylate.",train,0,1
"2-amino-3-(2-ethenylphenyl)propanoic acid and ethyl 1,3-dioxoisoindole-2-carboxylate react together in the presence of oxidane, carbonate, sodium(1+) to produce 2-(1,3-dioxoisoindol-2-yl)-3-(2-ethenylphenyl)propanoic acid.",train,1,0
"4-n-(3-bromo-4-chlorophenyl)-6-n-[(4-methoxyphenyl)methyl]pyrido[3,4-d]pyrimidine-4,6-diamine reacts in the presence of anisole, dichloromethane, 2,2,2-trifluoroacetic acid to produce 4-n-(3-bromo-4-chlorophenyl)pyrido[3,4-d]pyrimidine-4,6-diamine.",train,0,1
"5-[[4-[2-(1h-indol-3-yl)ethoxy]phenyl]methyl]-3-trityl-1,3-thiazolidine-2,4-dione reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce 5-[[4-[2-(1h-indol-3-yl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione.",train,1,0
